ordinal,date,browser,browserVersion,browserSize,operatingSystem,operatingSystemVersion,isMobile,mobileDeviceBranding,mobileDeviceModel,mobileInputSelector,mobileDeviceInfo,mobileDeviceMarketingName,flashVersion,language,screenColors,screenResolution,deviceCategory,fullVisitorId,continent,subContinent,country,region,metro,city,cityId,networkDomain,latitude,longitude,networkLocation
2611,20171230,Firefox,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6299505159009164668,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,rr.com,,,not available in demo dataset
2612,20171002,Internet Explorer,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8178357538312613355,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,pwcs.edu,,,not available in demo dataset
2613,20180215,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,5584044791781802394,Europe,Southern Europe,Italy,not available in demo dataset,not available in demo dataset,not available in demo dataset,,telecomitalia.it,,,not available in demo dataset
2614,20170916,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3364931857646221333,Europe,Southern Europe,Serbia,not available in demo dataset,not available in demo dataset,not available in demo dataset,,verat.net,,,not available in demo dataset
2615,20180212,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,9952814513866197612,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,btc-bci.com,,,not available in demo dataset
2616,20170828,Firefox,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0909474158576958154,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,,talkmediaonline.com,,,not available in demo dataset
2617,20180314,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5192148167667935005,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2618,20180111,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8347992633065631464,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,,bcube.co.uk,,,not available in demo dataset
2619,20171107,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,364678086450681296,Asia,Eastern Asia,Hong Kong,(not set),(not set),(not set),,unknown.unknown,,,not available in demo dataset
2620,20170903,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,4670890998341636379,Asia,Western Asia,Turkey,not available in demo dataset,not available in demo dataset,not available in demo dataset,,ttnet.com.tr,,,not available in demo dataset
2621,20171117,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,9519417524833850134,Europe,Western Europe,Germany,Hamburg,(not set),Hamburg,,telefonica.de,,,not available in demo dataset
2622,20180105,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,0147518980475280620,Asia,Southern Asia,India,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2623,20180124,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1480506955932653844,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Cupertino,,unknown.unknown,,,not available in demo dataset
2624,20180312,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,761771208216428585,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
2625,20180222,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,7099306877958351236,Europe,Western Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,,proxad.net,,,not available in demo dataset
2626,20170831,Firefox,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9636032433783850746,Europe,Western Europe,Germany,Berlin,(not set),Berlin,,t-ipconnect.de,,,not available in demo dataset
2627,20171119,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8981319527523018717,Americas,South America,Brazil,not available in demo dataset,not available in demo dataset,not available in demo dataset,,virtua.com.br,,,not available in demo dataset
2628,20171112,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,0012991506914389041,Europe,Eastern Europe,Poland,Pomeranian Voivodeship,(not set),Gdansk,,net.pl,,,not available in demo dataset
2629,20171129,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5054342938526313990,Europe,Western Europe,France,Hauts-de-France,(not set),Villeneuve-d'Ascq,,bonduelle.com,,,not available in demo dataset
2630,20170929,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5019869424212553775,Americas,Northern America,United States,Massachusetts,Boston MA-Manchester NH,Cambridge,,(not set),,,not available in demo dataset
2631,20171031,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4477890717872350974,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
2632,20171205,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,559561464246692934,Europe,Northern Europe,Denmark,not available in demo dataset,not available in demo dataset,not available in demo dataset,,webspeed.dk,,,not available in demo dataset
2633,20171104,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8004087164797202324,Americas,Northern America,United States,California,Los Angeles CA,Los Angeles,,rr.com,,,not available in demo dataset
2634,20180326,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,8711502434583238012,Europe,Southern Europe,Italy,Lazio,(not set),Rome,,(not set),,,not available in demo dataset
2635,20170923,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8373090094566901013,Americas,South America,Brazil,not available in demo dataset,not available in demo dataset,not available in demo dataset,,virtua.com.br,,,not available in demo dataset
2636,20180301,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8892979554358509697,Europe,Eastern Europe,Romania,Bucharest,(not set),Bucharest,,xnet.ro,,,not available in demo dataset
2637,20180211,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,6102107178996374429,Asia,Southern Asia,India,Gujarat,(not set),Ahmedabad,,(not set),,,not available in demo dataset
2638,20171008,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9953142337308216439,Europe,Southern Europe,Italy,not available in demo dataset,not available in demo dataset,not available in demo dataset,,fondazionefeyles.it,,,not available in demo dataset
2639,20180222,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1458690085681185398,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2640,20180314,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,3160312225403429915,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,rr.com,,,not available in demo dataset
2641,20171008,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7741611278241507740,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,,(not set),,,not available in demo dataset
2642,20171019,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,1472187133700026823,Europe,Northern Europe,United Kingdom,England,London,London,,unknown.unknown,,,not available in demo dataset
2643,20171017,Internet Explorer,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9896727901263832984,Europe,Northern Europe,Sweden,Vastra Gotaland County,(not set),Gothenburg,,bredbandsbolaget.se,,,not available in demo dataset
2644,20180312,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,2012017126067261505,Europe,Northern Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2645,20170906,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,2294179446008394258,Oceania,Australasia,Australia,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unwired.net.au,,,not available in demo dataset
2646,20170903,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3775525242966560023,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2647,20170921,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,334049842760868745,Asia,Western Asia,Saudi Arabia,Makkah Province,(not set),Jeddah,,unknown.unknown,,,not available in demo dataset
2648,20171213,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4338292514056240388,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Sunnyvale,,fusionbroadband.com,,,not available in demo dataset
2649,20171201,Firefox,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6368395725432686025,Asia,Southern Asia,India,Maharashtra,(not set),Mumbai,,unknown.unknown,,,not available in demo dataset
2650,20170920,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,7503715556551854780,Asia,Eastern Asia,South Korea,Seoul,(not set),Seoul,,unknown.unknown,,,not available in demo dataset
2651,20171230,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,2020074377690787380,Europe,Eastern Europe,Poland,not available in demo dataset,not available in demo dataset,not available in demo dataset,,play-internet.pl,,,not available in demo dataset
2652,20180327,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,3889765029409663733,Asia,Southern Asia,India,Delhi,(not set),(not set),,(not set),,,not available in demo dataset
2653,20171030,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,7749276041439169109,Europe,Northern Europe,United Kingdom,England,London,London,,threembb.co.uk,,,not available in demo dataset
2654,20170920,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8633092440046508593,Asia,Southeast Asia,Indonesia,Jakarta,(not set),Jakarta,,unknown.unknown,,,not available in demo dataset
2655,20170905,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8497228714350538778,Europe,Southern Europe,Spain,not available in demo dataset,not available in demo dataset,not available in demo dataset,,ono.com,,,not available in demo dataset
2656,20171210,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8531838074672463466,Asia,Southern Asia,India,Uttar Pradesh,(not set),Lucknow,,(not set),,,not available in demo dataset
2657,20170921,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,1700579104047795748,Americas,Central America,Mexico,Baja California,(not set),Mexicali,,telnor.net,,,not available in demo dataset
2658,20171005,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,4488375864755058652,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,bresnan.net,,,not available in demo dataset
2659,20180313,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,5731005040678744612,Americas,South America,Colombia,not available in demo dataset,not available in demo dataset,not available in demo dataset,,cable.net.co,,,not available in demo dataset
2660,20171215,Firefox,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8378675887352458348,Europe,Southern Europe,Italy,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
2661,20170913,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6055020958422215521,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Sunnyvale,,(not set),,,not available in demo dataset
2662,20171102,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,5112763802640335540,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,(not set),,,not available in demo dataset
2663,20180403,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,6178266558142253923,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
2664,20171206,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,8345972553447218422,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,,(not set),,,not available in demo dataset
2665,20180331,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,2949978038346508084,Asia,Southeast Asia,Thailand,not available in demo dataset,not available in demo dataset,not available in demo dataset,,asianet.co.th,,,not available in demo dataset
2666,20171004,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,3492595826884632544,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,,(not set),,,not available in demo dataset
2667,20170920,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3246332567649677108,Americas,Northern America,United States,New York,New York NY,New York,,(not set),,,not available in demo dataset
2668,20171223,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,6563520689635587420,Asia,Southeast Asia,Philippines,not available in demo dataset,not available in demo dataset,not available in demo dataset,,pldt.net,,,not available in demo dataset
2669,20170802,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,9765850681381765220,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,,comcastbusiness.net,,,not available in demo dataset
2670,20180309,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,3177869805143309228,Oceania,Australasia,New Zealand,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
2671,20180430,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4476633969439825599,Europe,Eastern Europe,Ukraine,Kyiv city,(not set),Kyiv,,umc.net.ua,,,not available in demo dataset
2672,20180108,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,730096626623635315,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Cupertino,,fhda.edu,,,not available in demo dataset
2673,20170926,Safari,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8125309683904254748,Asia,Southeast Asia,Indonesia,not available in demo dataset,not available in demo dataset,not available in demo dataset,,unknown.unknown,,,not available in demo dataset
2674,20171212,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,7084345806063755921,Europe,Eastern Europe,Ukraine,not available in demo dataset,not available in demo dataset,not available in demo dataset,,triolan.net,,,not available in demo dataset
2675,20171215,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,410397364475069659,Asia,Southeast Asia,Indonesia,Jakarta,(not set),Jakarta,,unknown.unknown,,,not available in demo dataset
2676,20171221,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,9330283041155815052,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,,myvzw.com,,,not available in demo dataset
2677,20170921,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,1629090377138480138,Oceania,Australasia,Australia,New South Wales,(not set),Sydney,,unknown.unknown,,,not available in demo dataset
2678,20180118,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,814492790943103980,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Mountain View,,(not set),,,not available in demo dataset
2679,20170929,Android Webview,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,true,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,28662493764540713,Asia,Eastern Asia,Taiwan,Taipei City,(not set),(not set),,hinet.net,,,not available in demo dataset
2680,20171205,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,8180699414639440833,Europe,Northern Europe,Ireland,County Cork,(not set),Cork,,unknown.unknown,,,not available in demo dataset
2681,20180309,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,false,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,4816291534437956061,Europe,Southern Europe,Montenegro,not available in demo dataset,not available in demo dataset,not available in demo dataset,,crnagora.net,,,not available in demo dataset
